x,y,S
2.2213,-3.2367,-0.025973
2.3482,-3.2367,-0.021168
2.4751,-3.2367,-0.017451
2.6021,-3.2367,-0.014679
2.729,-3.2367,-0.012692
2.8559,-3.2367,-0.011318
2.9828,-3.2367,-0.010374
3.1098,-3.2367,-0.0096713
3.2367,-3.2367,-0.0090176
3.3636,-3.2367,-0.0082188
3.4906,-3.2367,-0.0070835
3.6175,-3.2367,-0.0054259
3.7444,-3.2367,-0.0030682
3.8713,-3.2367,0.00015567
3.9983,-3.2367,0.0043982
4.1252,-3.2367,0.0097952
4.2521,-3.2367,0.016464
4.3791,-3.2367,0.024502
4.506,-3.2367,0.033984
4.6329,-3.2367,0.044961
4.7598,-3.2367,0.057461
4.8868,-3.2367,0.071487
5.0137,-3.2367,0.087018
5.1406,-3.2367,0.10401
5.2676,-3.2367,0.12239
5.3945,-3.2367,0.14207
5.5214,-3.2367,0.16293
5.6484,-3.2367,0.18485
5.7753,-3.2367,0.20767
5.9022,-3.2367,0.23124
6.0291,-3.2367,0.25538
6.1561,-3.2367,0.2799
6.283,-3.2367,0.30461
-6.283,-3.1098,-0.93928
-6.1561,-3.1098,-0.93062
-6.0291,-3.1098,-0.92189
-5.9022,-3.1098,-0.91303
-5.7753,-3.1098,-0.90398
-5.6484,-3.1098,-0.89468
-5.5214,-3.1098,-0.88508
-5.3945,-3.1098,-0.87513
-5.2676,-3.1098,-0.86477
-5.1406,-3.1098,-0.85399
-5.0137,-3.1098,-0.84273
-4.8868,-3.1098,-0.83099
-4.7598,-3.1098,-0.81875
-4.6329,-3.1098,-0.80599
-4.506,-3.1098,-0.79272
-4.3791,-3.1098,-0.77895
-4.2521,-3.1098,-0.7647
-4.1252,-3.1098,-0.74999
-3.9983,-3.1098,-0.73485
-3.8713,-3.1098,-0.71932
-3.7444,-3.1098,-0.70346
-3.6175,-3.1098,-0.6873
-3.4906,-3.1098,-0.67091
-3.3636,-3.1098,-0.65435
-3.2367,-3.1098,-0.63767
-3.1098,-3.1098,-0.62094
-2.9828,-3.1098,-0.60423
-2.8559,-3.1098,-0.5876
-2.729,-3.1098,-0.57111
-2.6021,-3.1098,-0.55483
-2.4751,-3.1098,-0.53882
-2.3482,-3.1098,-0.52312
-2.2213,-3.1098,-0.50778
-2.0943,-3.1098,-0.49285
-1.9674,-3.1098,-0.47837
-1.8405,-3.1098,-0.46435
-1.7135,-3.1098,-0.45084
-1.5866,-3.1098,-0.43782
-1.4597,-3.1098,-0.42532
-1.3328,-3.1098,-0.41333
-1.2058,-3.1098,-0.40184
-1.0789,-3.1098,-0.39082
-0.95197,-3.1098,-0.38025
-0.82504,-3.1098,-0.37011
-0.69811,-3.1098,-0.36034
-0.57118,-3.1098,-0.35089
-0.44425,-3.1098,-0.34173
-0.31732,-3.1098,-0.33278
-0.19039,-3.1098,-0.32399
-0.063465,-3.1098,-0.31531
0.063465,-3.1098,-0.30665
0.19039,-3.1098,-0.29796
0.31732,-3.1098,-0.28917
0.44425,-3.1098,-0.28023
0.57118,-3.1098,-0.27106
0.69811,-3.1098,-0.26162
0.82504,-3.1098,-0.25185
0.95197,-3.1098,-0.2417
1.0789,-3.1098,-0.23113
1.2058,-3.1098,-0.22012
1.3328,-3.1098,-0.20862
1.4597,-3.1098,-0.19663
1.5866,-3.1098,-0.18413
1.7135,-3.1098,-0.17112
1.8405,-3.1098,-0.1576
1.9674,-3.1098,-0.14359
2.0943,-3.1098,-0.1291
2.2213,-3.1098,-0.11417
2.3482,-3.1098,-0.098837
2.4751,-3.1098,-0.083136
2.6021,-3.1098,-0.067119
2.729,-3.1098,-0.050839
2.8559,-3.1098,-0.034353
2.9828,-3.1098,-0.017723
3.1098,-3.1098,-0.0010125
3.2367,-3.1098,0.015715
3.3636,-3.1098,0.032393
3.4906,-3.1098,0.048959
3.6175,-3.1098,0.065349
3.7444,-3.1098,0.081505
3.8713,-3.1098,0.097371
3.9983,-3.1098,0.1129
4.1252,-3.1098,0.12803
4.2521,-3.1098,0.14274
4.3791,-3.1098,0.157
4.506,-3.1098,0.17077
4.6329,-3.1098,0.18403
4.7598,-3.1098,0.19679
4.8868,-3.1098,0.20904
5.0137,-3.1098,0.22078
5.1406,-3.1098,0.23203
5.2676,-3.1098,0.24282
5.3945,-3.1098,0.25317
5.5214,-3.1098,0.26313
5.6484,-3.1098,0.27273
5.7753,-3.1098,0.28203
5.9022,-3.1098,0.29108
6.0291,-3.1098,0.29993
6.1561,-3.1098,0.30866
6.283,-3.1098,0.31733
-6.283,-2.9828,-0.92661
-6.1561,-2.9828,-0.93393
-6.0291,-2.9828,-0.94093
-5.9022,-2.9828,-0.94729
-5.7753,-2.9828,-0.9527
-5.6484,-2.9828,-0.95687
-5.5214,-2.9828,-0.95954
-5.3945,-2.9828,-0.96045
-5.2676,-2.9828,-0.95938
-5.1406,-2.9828,-0.95616
-5.0137,-2.9828,-0.95062
-4.8868,-2.9828,-0.94265
-4.7598,-2.9828,-0.93218
-4.6329,-2.9828,-0.91917
-4.506,-2.9828,-0.90362
-4.3791,-2.9828,-0.88558
-4.2521,-2.9828,-0.86513
-4.1252,-2.9828,-0.84241
-3.9983,-2.9828,-0.81757
-3.8713,-2.9828,-0.79081
-3.7444,-2.9828,-0.76236
-3.6175,-2.9828,-0.73246
-3.4906,-2.9828,-0.70139
-3.3636,-2.9828,-0.66946
-3.2367,-2.9828,-0.63697
-3.1098,-2.9828,-0.60423
-2.9828,-2.9828,-0.57158
-2.8559,-2.9828,-0.53932
-2.729,-2.9828,-0.50779
-2.6021,-2.9828,-0.47727
-2.4751,-2.9828,-0.44806
-2.3482,-2.9828,-0.42043
-2.2213,-2.9828,-0.3946
-2.0943,-2.9828,-0.3708
-1.9674,-2.9828,-0.34921
-1.8405,-2.9828,-0.32996
-1.7135,-2.9828,-0.31316
-1.5866,-2.9828,-0.29888
-1.4597,-2.9828,-0.28714
-1.3328,-2.9828,-0.27793
-1.2058,-2.9828,-0.27119
-1.0789,-2.9828,-0.26683
-0.95197,-2.9828,-0.26471
-0.82504,-2.9828,-0.26466
-0.69811,-2.9828,-0.26648
-0.57118,-2.9828,-0.26994
-0.44425,-2.9828,-0.27477
-0.31732,-2.9828,-0.28069
-0.19039,-2.9828,-0.28741
-0.063465,-2.9828,-0.2946
0.063465,-2.9828,-0.30196
0.19039,-2.9828,-0.30916
0.31732,-2.9828,-0.31588
0.44425,-2.9828,-0.3218
0.57118,-2.9828,-0.32663
0.69811,-2.9828,-0.33009
0.82504,-2.9828,-0.33191
0.95197,-2.9828,-0.33186
1.0789,-2.9828,-0.32974
1.2058,-2.9828,-0.32538
1.3328,-2.9828,-0.31864
1.4597,-2.9828,-0.30943
1.5866,-2.9828,-0.29769
1.7135,-2.9828,-0.28341
1.8405,-2.9828,-0.26661
1.9674,-2.9828,-0.24736
2.0943,-2.9828,-0.22576
2.2213,-2.9828,-0.20196
2.3482,-2.9828,-0.17614
2.4751,-2.9828,-0.1485
2.6021,-2.9828,-0.1193
2.729,-2.9828,-0.08878
2.8559,-2.9828,-0.057244
2.9828,-2.9828,-0.024992
3.1098,-2.9828,0.0076626
3.2367,-2.9828,0.040398
3.3636,-2.9828,0.072892
3.4906,-2.9828,0.10483
3.6175,-2.9828,0.13589
3.7444,-2.9828,0.16579
3.8713,-2.9828,0.19425
3.9983,-2.9828,0.22101
4.1252,-2.9828,0.24585
4.2521,-2.9828,0.26857
4.3791,-2.9828,0.28901
4.506,-2.9828,0.30705
4.6329,-2.9828,0.3226
4.7598,-2.9828,0.33561
4.8868,-2.9828,0.34608
5.0137,-2.9828,0.35405
5.1406,-2.9828,0.35959
5.2676,-2.9828,0.36282
5.3945,-2.9828,0.36388
5.5214,-2.9828,0.36297
5.6484,-2.9828,0.3603
5.7753,-2.9828,0.35613
5.9022,-2.9828,0.35072
6.0291,-2.9828,0.34436
6.1561,-2.9828,0.33736
6.283,-2.9828,0.33005
-6.283,-2.8559,-0.91394
-6.1561,-2.8559,-0.93692
-6.0291,-2.8559,-0.95933
-5.9022,-2.8559,-0.9806
-5.7753,-2.8559,-1.0002
-5.6484,-2.8559,-1.0176
-5.5214,-2.8559,-1.0322
-5.3945,-2.8559,-1.0438
-5.2676,-2.8559,-1.0518
-5.1406,-2.8559,-1.056
-5.0137,-2.8559,-1.0561
-4.8868,-2.8559,-1.0518
-4.7598,-2.8559,-1.0431
-4.6329,-2.8559,-1.0298
-4.506,-2.8559,-1.012
-4.3791,-2.8559,-0.9898
-4.2521,-2.8559,-0.96329
-4.1252,-2.8559,-0.93272
-3.9983,-2.8559,-0.89838
-3.8713,-2.8559,-0.86061
-3.7444,-2.8559,-0.81981
-3.6175,-2.8559,-0.77645
-3.4906,-2.8559,-0.73101
-3.3636,-2.8559,-0.68401
-3.2367,-2.8559,-0.63602
-3.1098,-2.8559,-0.5876
-2.9828,-2.8559,-0.53932
-2.8559,-2.8559,-0.49176
-2.729,-2.8559,-0.44548
-2.6021,-2.8559,-0.40102
-2.4751,-2.8559,-0.35888
-2.3482,-2.8559,-0.31955
-2.2213,-2.8559,-0.28345
-2.0943,-2.8559,-0.25096
-1.9674,-2.8559,-0.22239
-1.8405,-2.8559,-0.19801
-1.7135,-2.8559,-0.178
-1.5866,-2.8559,-0.16247
-1.4597,-2.8559,-0.15148
-1.3328,-2.8559,-0.145
-1.2058,-2.8559,-0.14292
-1.0789,-2.8559,-0.14508
-0.95197,-2.8559,-0.15123
-0.82504,-2.8559,-0.16108
-0.69811,-2.8559,-0.17426
-0.57118,-2.8559,-0.19035
-0.44425,-2.8559,-0.2089
-0.31732,-2.8559,-0.22939
-0.19039,-2.8559,-0.2513
-0.063465,-2.8559,-0.27406
0.063465,-2.8559,-0.29712
0.19039,-2.8559,-0.31988
0.31732,-2.8559,-0.34179
0.44425,-2.8559,-0.36228
0.57118,-2.8559,-0.38083
0.69811,-2.8559,-0.39692
0.82504,-2.8559,-0.4101
0.95197,-2.8559,-0.41995
1.0789,-2.8559,-0.4261
1.2058,-2.8559,-0.42826
1.3328,-2.8559,-0.42618
1.4597,-2.8559,-0.4197
1.5866,-2.8559,-0.40871
1.7135,-2.8559,-0.39318
1.8405,-2.8559,-0.37317
1.9674,-2.8559,-0.34879
2.0943,-2.8559,-0.32022
2.2213,-2.8559,-0.28773
2.3482,-2.8559,-0.25163
2.4751,-2.8559,-0.2123
2.6021,-2.8559,-0.17017
2.729,-2.8559,-0.1257
2.8559,-2.8559,-0.079419
2.9828,-2.8559,-0.031858
3.1098,-2.8559,0.016419
3.2367,-2.8559,0.06484
3.3636,-2.8559,0.11283
3.4906,-2.8559,0.15982
3.6175,-2.8559,0.20527
3.7444,-2.8559,0.24863
3.8713,-2.8559,0.28942
3.9983,-2.8559,0.32719
4.1252,-2.8559,0.36154
4.2521,-2.8559,0.39211
4.3791,-2.8559,0.41862
4.506,-2.8559,0.44084
4.6329,-2.8559,0.45862
4.7598,-2.8559,0.47189
4.8868,-2.8559,0.48063
5.0137,-2.8559,0.4849
5.1406,-2.8559,0.48484
5.2676,-2.8559,0.48065
5.3945,-2.8559,0.47262
5.5214,-2.8559,0.46106
5.6484,-2.8559,0.44637
5.7753,-2.8559,0.429
5.9022,-2.8559,0.40942
6.0291,-2.8559,0.38815
6.1561,-2.8559,0.36574
6.283,-2.8559,0.34276
-6.283,-2.729,-0.90127
-6.1561,-2.729,-0.93934
-6.0291,-2.729,-0.97659
-5.9022,-2.729,-1.0122
-5.7753,-2.729,-1.0455
-5.6484,-2.729,-1.0755
-5.5214,-2.729,-1.1018
-5.3945,-2.729,-1.1236
-5.2676,-2.729,-1.1404
-5.1406,-2.729,-1.1518
-5.0137,-2.729,-1.1572
-4.8868,-2.729,-1.1565
-4.7598,-2.729,-1.1494
-4.6329,-2.729,-1.1359
-4.506,-2.729,-1.116
-4.3791,-2.729,-1.0897
-4.2521,-2.729,-1.0574
-4.1252,-2.729,-1.0193
-3.9983,-2.729,-0.97575
-3.8713,-2.729,-0.92738
-3.7444,-2.729,-0.8747
-3.6175,-2.729,-0.81836
-3.4906,-2.729,-0.75907
-3.3636,-2.729,-0.69757
-3.2367,-2.729,-0.63465
-3.1098,-2.729,-0.57111
-2.9828,-2.729,-0.50779
-2.8559,-2.729,-0.44548
-2.729,-2.729,-0.38499
-2.6021,-2.729,-0.32709
-2.4751,-2.729,-0.2725
-2.3482,-2.729,-0.2219
-2.2213,-2.729,-0.1759
-2.0943,-2.729,-0.13504
-1.9674,-2.729,-0.099761
-1.8405,-2.729,-0.070435
-1.7135,-2.729,-0.047327
-1.5866,-2.729,-0.030606
-1.4597,-2.729,-0.020335
-1.3328,-2.729,-0.016477
-1.2058,-2.729,-0.018889
-1.0789,-2.729,-0.027327
-0.95197,-2.729,-0.041453
-0.82504,-2.729,-0.060834
-0.69811,-2.729,-0.084955
-0.57118,-2.729,-0.11322
-0.44425,-2.729,-0.14498
-0.31732,-2.729,-0.17951
-0.19039,-2.729,-0.21605
-0.063465,-2.729,-0.25381
0.063465,-2.729,-0.29198
0.19039,-2.729,-0.32975
0.31732,-2.729,-0.36629
0.44425,-2.729,-0.40082
0.57118,-2.729,-0.43257
0.69811,-2.729,-0.46084
0.82504,-2.729,-0.48496
0.95197,-2.729,-0.50434
1.0789,-2.729,-0.51847
1.2058,-2.729,-0.52691
1.3328,-2.729,-0.52932
1.4597,-2.729,-0.52546
1.5866,-2.729,-0.51519
1.7135,-2.729,-0.49847
1.8405,-2.729,-0.47536
1.9674,-2.729,-0.44603
2.0943,-2.729,-0.41076
2.2213,-2.729,-0.36989
2.3482,-2.729,-0.32389
2.4751,-2.729,-0.27329
2.6021,-2.729,-0.21871
2.729,-2.729,-0.1608
2.8559,-2.729,-0.10032
2.9828,-2.729,-0.038008
3.1098,-2.729,0.025319
3.2367,-2.729,0.088851
3.3636,-2.729,0.15177
3.4906,-2.729,0.21327
3.6175,-2.729,0.27256
3.7444,-2.729,0.3289
3.8713,-2.729,0.38158
3.9983,-2.729,0.42996
4.1252,-2.729,0.47346
4.2521,-2.729,0.51159
4.3791,-2.729,0.54394
4.506,-2.729,0.57019
4.6329,-2.729,0.59013
4.7598,-2.729,0.60364
4.8868,-2.729,0.6107
5.0137,-2.729,0.61141
5.1406,-2.729,0.60596
5.2676,-2.729,0.59463
5.3945,-2.729,0.57783
5.5214,-2.729,0.55602
5.6484,-2.729,0.52975
5.7753,-2.729,0.49966
5.9022,-2.729,0.46643
6.0291,-2.729,0.4308
6.1561,-2.729,0.39355
6.283,-2.729,0.35548
-6.283,-2.6021,-0.8886
-6.1561,-2.6021,-0.94094
-6.0291,-2.6021,-0.99223
-5.9022,-2.6021,-1.0414
-5.7753,-2.6021,-1.0876
-5.6484,-2.6021,-1.1297
-5.5214,-2.6021,-1.1669
-5.3945,-2.6021,-1.1984
-5.2676,-2.6021,-1.2235
-5.1406,-2.6021,-1.2416
-5.0137,-2.6021,-1.2522
-4.8868,-2.6021,-1.2548
-4.7598,-2.6021,-1.2494
-4.6329,-2.6021,-1.2356
-4.506,-2.6021,-1.2136
-4.3791,-2.6021,-1.1836
-4.2521,-2.6021,-1.1457
-4.1252,-2.6021,-1.1004
-3.9983,-2.6021,-1.0483
-3.8713,-2.6021,-0.98984
-3.7444,-2.6021,-0.92592
-3.6175,-2.6021,-0.85732
-3.4906,-2.6021,-0.78492
-3.3636,-2.6021,-0.7097
-3.2367,-2.6021,-0.63266
-3.1098,-2.6021,-0.55483
-2.9828,-2.6021,-0.47727
-2.8559,-2.6021,-0.40102
-2.729,-2.6021,-0.32709
-2.6021,-2.6021,-0.25648
-2.4751,-2.6021,-0.19011
-2.3482,-2.6021,-0.12886
-2.2213,-2.6021,-0.073494
-2.0943,-2.6021,-0.024708
-1.9674,-2.6021,0.016919
-1.8405,-2.6021,0.050922
-1.7135,-2.6021,0.076958
-1.5866,-2.6021,0.094812
-1.4597,-2.6021,0.1044
-1.3328,-2.6021,0.10578
-1.2058,-2.6021,0.099118
-1.0789,-2.6021,0.084738
-0.95197,-2.6021,0.063072
-0.82504,-2.6021,0.034674
-0.69811,-2.6021,0.0002035
-0.57118,-2.6021,-0.03958
-0.44425,-2.6021,-0.083832
-0.31732,-2.6021,-0.13164
-0.19039,-2.6021,-0.18202
-0.063465,-2.6021,-0.23397
0.063465,-2.6021,-0.28644
0.19039,-2.6021,-0.33839
0.31732,-2.6021,-0.38877
0.44425,-2.6021,-0.43658
0.57118,-2.6021,-0.48083
0.69811,-2.6021,-0.52061
0.82504,-2.6021,-0.55508
0.95197,-2.6021,-0.58348
1.0789,-2.6021,-0.60515
1.2058,-2.6021,-0.61953
1.3328,-2.6021,-0.62619
1.4597,-2.6021,-0.62481
1.5866,-2.6021,-0.61522
1.7135,-2.6021,-0.59737
1.8405,-2.6021,-0.57133
1.9674,-2.6021,-0.53733
2.0943,-2.6021,-0.4957
2.2213,-2.6021,-0.44692
2.3482,-2.6021,-0.39155
2.4751,-2.6021,-0.3303
2.6021,-2.6021,-0.26393
2.729,-2.6021,-0.19332
2.8559,-2.6021,-0.11939
2.9828,-2.6021,-0.043138
3.1098,-2.6021,0.034425
3.2367,-2.6021,0.11225
3.3636,-2.6021,0.18929
3.4906,-2.6021,0.26451
3.6175,-2.6021,0.33691
3.7444,-2.6021,0.40551
3.8713,-2.6021,0.46943
3.9983,-2.6021,0.52784
4.1252,-2.6021,0.58001
4.2521,-2.6021,0.62529
4.3791,-2.6021,0.66317
4.506,-2.6021,0.69323
4.6329,-2.6021,0.71521
4.7598,-2.6021,0.72894
4.8868,-2.6021,0.73442
5.0137,-2.6021,0.73176
5.1406,-2.6021,0.72121
5.2676,-2.6021,0.70313
5.3945,-2.6021,0.67804
5.5214,-2.6021,0.64652
5.6484,-2.6021,0.6093
5.7753,-2.6021,0.56718
5.9022,-2.6021,0.52104
6.0291,-2.6021,0.47182
6.1561,-2.6021,0.42053
6.283,-2.6021,0.36819
-6.283,-2.4751,-0.87593
-6.1561,-2.4751,-0.94149
-6.0291,-2.4751,-1.0058
-5.9022,-2.4751,-1.0676
-5.7753,-2.4751,-1.1257
-5.6484,-2.4751,-1.179
-5.5214,-2.4751,-1.2263
-5.3945,-2.4751,-1.2669
-5.2676,-2.4751,-1.2996
-5.1406,-2.4751,-1.324
-5.0137,-2.4751,-1.3392
-4.8868,-2.4751,-1.345
-4.7598,-2.4751,-1.341
-4.6329,-2.4751,-1.3271
-4.506,-2.4751,-1.3032
-4.3791,-2.4751,-1.2696
-4.2521,-2.4751,-1.2266
-4.1252,-2.4751,-1.1747
-3.9983,-2.4751,-1.1145
-3.8713,-2.4751,-1.0468
-3.7444,-2.4751,-0.97246
-3.6175,-2.4751,-0.89249
-3.4906,-2.4751,-0.80795
-3.3636,-2.4751,-0.72001
-3.2367,-2.4751,-0.62989
-3.1098,-2.4751,-0.53882
-2.9828,-2.4751,-0.44806
-2.8559,-2.4751,-0.35888
-2.729,-2.4751,-0.2725
-2.6021,-2.4751,-0.19011
-2.4751,-2.4751,-0.11283
-2.3482,-2.4751,-0.041702
-2.2213,-2.4751,0.022339
-2.0943,-2.4751,0.078465
-1.9674,-2.4751,0.12598
-1.8405,-2.4751,0.16431
-1.7135,-2.4751,0.19306
-1.5866,-2.4751,0.21197
-1.4597,-2.4751,0.22092
-1.3328,-2.4751,0.22
-1.2058,-2.4751,0.2094
-1.0789,-2.4751,0.18952
-0.95197,-2.4751,0.16086
-0.82504,-2.4751,0.12411
-0.69811,-2.4751,0.080049
-0.57118,-2.4751,0.029594
-0.44425,-2.4751,-0.026238
-0.31732,-2.4751,-0.086346
-0.19039,-2.4751,-0.14956
-0.063465,-2.4751,-0.21465
0.063465,-2.4751,-0.28037
0.19039,-2.4751,-0.34547
0.31732,-2.4751,-0.40868
0.44425,-2.4751,-0.46879
0.57118,-2.4751,-0.52462
0.69811,-2.4751,-0.57507
0.82504,-2.4751,-0.61913
0.95197,-2.4751,-0.65589
1.0789,-2.4751,-0.68454
1.2058,-2.4751,-0.70443
1.3328,-2.4751,-0.71502
1.4597,-2.4751,-0.71595
1.5866,-2.4751,-0.70699
1.7135,-2.4751,-0.68809
1.8405,-2.4751,-0.65934
1.9674,-2.4751,-0.621
2.0943,-2.4751,-0.57349
2.2213,-2.4751,-0.51736
2.3482,-2.4751,-0.45332
2.4751,-2.4751,-0.38219
2.6021,-2.4751,-0.30491
2.729,-2.4751,-0.22252
2.8559,-2.4751,-0.13614
2.9828,-2.4751,-0.046961
3.1098,-2.4751,0.043793
3.2367,-2.4751,0.13486
3.3636,-2.4751,0.22499
3.4906,-2.4751,0.31293
3.6175,-2.4751,0.39746
3.7444,-2.4751,0.47744
3.8713,-2.4751,0.55178
3.9983,-2.4751,0.61948
4.1252,-2.4751,0.67967
4.2521,-2.4751,0.73158
4.3791,-2.4751,0.77458
4.506,-2.4751,0.80818
4.6329,-2.4751,0.83205
4.7598,-2.4751,0.84599
4.8868,-2.4751,0.85001
5.0137,-2.4751,0.84422
5.1406,-2.4751,0.82894
5.2676,-2.4751,0.80461
5.3945,-2.4751,0.77183
5.5214,-2.4751,0.73132
5.6484,-2.4751,0.68395
5.7753,-2.4751,0.63068
5.9022,-2.4751,0.57258
6.0291,-2.4751,0.51077
6.1561,-2.4751,0.44647
6.283,-2.4751,0.3809
-6.283,-2.3482,-0.86325
-6.1561,-2.3482,-0.94078
-6.0291,-2.3482,-1.0169
-5.9022,-2.3482,-1.0901
-5.7753,-2.3482,-1.159
-5.6484,-2.3482,-1.2223
-5.5214,-2.3482,-1.2789
-5.3945,-2.3482,-1.3275
-5.2676,-2.3482,-1.3673
-5.1406,-2.3482,-1.3973
-5.0137,-2.3482,-1.4168
-4.8868,-2.3482,-1.4254
-4.7598,-2.3482,-1.4227
-4.6329,-2.3482,-1.4086
-4.506,-2.3482,-1.383
-4.3791,-2.3482,-1.3462
-4.2521,-2.3482,-1.2986
-4.1252,-2.3482,-1.2407
-3.9983,-2.3482,-1.1732
-3.8713,-2.3482,-1.0971
-3.7444,-2.3482,-1.0134
-3.6175,-2.3482,-0.9231
-3.4906,-2.3482,-0.82758
-3.3636,-2.3482,-0.72814
-3.2367,-2.3482,-0.62617
-3.1098,-2.3482,-0.52312
-2.9828,-2.3482,-0.42043
-2.8559,-2.3482,-0.31955
-2.729,-2.3482,-0.2219
-2.6021,-2.3482,-0.12886
-2.4751,-2.3482,-0.041702
-2.3482,-2.3482,0.038364
-2.2213,-2.3482,0.11026
-2.0943,-2.3482,0.17302
-1.9674,-2.3482,0.22586
-1.8405,-2.3482,0.26812
-1.7135,-2.3482,0.29932
-1.5866,-2.3482,0.31917
-1.4597,-2.3482,0.32756
-1.3328,-2.3482,0.32455
-1.2058,-2.3482,0.3104
-1.0789,-2.3482,0.28553
-0.95197,-2.3482,0.25056
-0.82504,-2.3482,0.20624
-0.69811,-2.3482,0.1535
-0.57118,-2.3482,0.09339
-0.44425,-2.3482,0.02708
-0.31732,-2.3482,-0.044158
-0.19039,-2.3482,-0.11898
-0.063465,-2.3482,-0.19596
0.063465,-2.3482,-0.27368
0.19039,-2.3482,-0.35066
0.31732,-2.3482,-0.42548
0.44425,-2.3482,-0.49672
0.57118,-2.3482,-0.56303
0.69811,-2.3482,-0.62314
0.82504,-2.3482,-0.67588
0.95197,-2.3482,-0.72019
1.0789,-2.3482,-0.75517
1.2058,-2.3482,-0.78003
1.3328,-2.3482,-0.79419
1.4597,-2.3482,-0.7972
1.5866,-2.3482,-0.78881
1.7135,-2.3482,-0.76896
1.8405,-2.3482,-0.73775
1.9674,-2.3482,-0.6955
2.0943,-2.3482,-0.64266
2.2213,-2.3482,-0.57989
2.3482,-2.3482,-0.508
2.4751,-2.3482,-0.42794
2.6021,-2.3482,-0.34078
2.729,-2.3482,-0.24773
2.8559,-2.3482,-0.15009
2.9828,-2.3482,-0.049212
3.1098,-2.3482,0.053478
3.2367,-2.3482,0.15653
3.3636,-2.3482,0.2585
3.4906,-2.3482,0.35794
3.6175,-2.3482,0.45346
3.7444,-2.3482,0.54373
3.8713,-2.3482,0.62749
3.9983,-2.3482,0.70361
4.1252,-2.3482,0.77106
4.2521,-2.3482,0.82897
4.3791,-2.3482,0.8766
4.506,-2.3482,0.91339
4.6329,-2.3482,0.93897
4.7598,-2.3482,0.95311
4.8868,-2.3482,0.95579
5.0137,-2.3482,0.94718
5.1406,-2.3482,0.92762
5.2676,-2.3482,0.89763
5.3945,-2.3482,0.85789
5.5214,-2.3482,0.80926
5.6484,-2.3482,0.7527
5.7753,-2.3482,0.68935
5.9022,-2.3482,0.62042
6.0291,-2.3482,0.54722
6.1561,-2.3482,0.47114
6.283,-2.3482,0.39361
-6.283,-2.2213,-0.85057
-6.1561,-2.2213,-0.93862
-6.0291,-2.2213,-1.025
-5.9022,-2.2213,-1.1082
-5.7753,-2.2213,-1.1867
-5.6484,-2.2213,-1.2589
-5.5214,-2.2213,-1.3235
-5.3945,-2.2213,-1.3793
-5.2676,-2.2213,-1.4252
-5.1406,-2.2213,-1.4601
-5.0137,-2.2213,-1.4834
-4.8868,-2.2213,-1.4945
-4.7598,-2.2213,-1.493
-4.6329,-2.2213,-1.4787
-4.506,-2.2213,-1.4516
-4.3791,-2.2213,-1.412
-4.2521,-2.2213,-1.3603
-4.1252,-2.2213,-1.2972
-3.9983,-2.2213,-1.2233
-3.8713,-2.2213,-1.1398
-3.7444,-2.2213,-1.0478
-3.6175,-2.2213,-0.94846
-3.4906,-2.2213,-0.84328
-3.3636,-2.2213,-0.73374
-3.2367,-2.2213,-0.62137
-3.1098,-2.2213,-0.50778
-2.9828,-2.2213,-0.3946
-2.8559,-2.2213,-0.28345
-2.729,-2.2213,-0.1759
-2.6021,-2.2213,-0.073494
-2.4751,-2.2213,0.022339
-2.3482,-2.2213,0.11026
-2.2213,-2.2213,0.18905
-2.0943,-2.2213,0.25765
-1.9674,-2.2213,0.31516
-1.8405,-2.2213,0.36086
-1.7135,-2.2213,0.39423
-1.5866,-2.2213,0.41491
-1.4597,-2.2213,0.4228
-1.3328,-2.2213,0.41796
-1.2058,-2.2213,0.40068
-1.0789,-2.2213,0.37143
-0.95197,-2.2213,0.3309
-0.82504,-2.2213,0.27995
-0.69811,-2.2213,0.21958
-0.57118,-2.2213,0.15099
-0.44425,-2.2213,0.07547
-0.31732,-2.2213,-0.005549
-0.19039,-2.2213,-0.090564
-0.063465,-2.2213,-0.178
0.063465,-2.2213,-0.26625
0.19039,-2.2213,-0.35369
0.31732,-2.2213,-0.4387
0.44425,-2.2213,-0.51972
0.57118,-2.2213,-0.59524
0.69811,-2.2213,-0.66383
0.82504,-2.2213,-0.7242
0.95197,-2.2213,-0.77516
1.0789,-2.2213,-0.81569
1.2058,-2.2213,-0.84493
1.3328,-2.2213,-0.86221
1.4597,-2.2213,-0.86705
1.5866,-2.2213,-0.85917
1.7135,-2.2213,-0.83848
1.8405,-2.2213,-0.80512
1.9674,-2.2213,-0.75941
2.0943,-2.2213,-0.7019
2.2213,-2.2213,-0.6333
2.3482,-2.2213,-0.55451
2.4751,-2.2213,-0.46659
2.6021,-2.2213,-0.37076
2.729,-2.2213,-0.26835
2.8559,-2.2213,-0.1608
2.9828,-2.2213,-0.049649
3.1098,-2.2213,0.063528
3.2367,-2.2213,0.17711
3.3636,-2.2213,0.28948
3.4906,-2.2213,0.39903
3.6175,-2.2213,0.5042
3.7444,-2.2213,0.60351
3.8713,-2.2213,0.69556
3.9983,-2.2213,0.77907
4.1252,-2.2213,0.8529
4.2521,-2.2213,0.91608
4.3791,-2.2213,0.96778
4.506,-2.2213,1.0074
4.6329,-2.2213,1.0345
4.7598,-2.2213,1.0488
4.8868,-2.2213,1.0503
5.0137,-2.2213,1.0392
5.1406,-2.2213,1.0159
5.2676,-2.2213,0.98091
